"comic_id","comic_name","comic_writer","comic_artist","comic_publication_date","comic_cover_img","comic_volume_id","comic_inventory_id"
1337,"""Action Comics #31""","""Jerry Siegel""","""Joe Shuster""","""January  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/0/09/Action_Comics_032.jpg/revision/latest?cb=20080412024742",,
1338,"""Action Comics #32""","""Jerry Siegel""","""Wayne Boring""","""February  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/bd/Action_Comics_033.jpg/revision/latest?cb=20080412024743",,
1506,"""Batman (Volume 3) #49""","""Tom King""","""Mikel Janín""","""August  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c6/Batman_Vol_3_49.jpg/revision/latest?cb=20180620093344",,
1339,"""Action Comics #33""","""Jerry Siegel""","""Fred Ray""","""March  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/a5/Action_Comics_034.jpg/revision/latest?cb=20080412024744",,
1340,"""Action Comics #34""","""Jerry Siegel""","""Joe Shuster""","""April  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/89/Action_Comics_035.jpg/revision/latest?cb=20080412024745",,
1341,"""Action Comics #35""","""Jerry Siegel""","""Fred Ray""","""May  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f2/Action_Comics_036.jpg/revision/latest?cb=20080412025627",,
1342,"""Action Comics #36""","""Jerry Siegel""","""Fred Ray""","""June  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/80/Action_Comics_037.jpg/revision/latest?cb=20080412025628",,
1343,"""Action Comics #37""","""Jerry Siegel""","""Fred Ray""","""July  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/bd/Action_Comics_038.jpg/revision/latest?cb=20080619194448",,
1344,"""Action Comics #38""","""Jerry Siegel""","""Fred Ray""","""August  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/30/Action_Comics_039.jpg/revision/latest?cb=20080412025629",,
1345,"""Action Comics #39""","""Jerry Siegel""","""Fred Ray""","""September  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/eb/Action_Comics_040.jpg/revision/latest?cb=20080412025629",,
1346,"""Action Comics #40""","""Jerry Siegel""","""Fred Ray""","""October  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/d/da/Action_Comics_041.jpg/revision/latest?cb=20080412030621",,
1347,"""Action Comics #41""","""Jerry Siegel""","""Fred Ray""","""November  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/9/9a/Action_Comics_042.jpg/revision/latest?cb=20080412030621",,
1348,"""Action Comics #42""","""Jerry Siegel""","""Fred Ray""","""December  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/0/02/Action_Comics_043.jpg/revision/latest?cb=20080412030622",,
1349,"""Action Comics #43""","""Jerry Siegel""","""Fred Ray""","""January  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/9/91/Action_Comics_044.jpg/revision/latest?cb=20080412030622",,
1350,"""Action Comics #44""","""Jerry Siegel""","""Fred Ray""","""February  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/1/1c/Action_Comics_045.jpg/revision/latest?cb=20080412030623",,
1351,"""Action Comics #45""","""Jerry Siegel""","""Fred Ray""","""March  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/77/Action_Comics_046.jpg/revision/latest?cb=20080412031625",,
1352,"""Action Comics #46""","""Jerry Siegel""","""Fred Ray""","""April  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/5/53/Action_Comics_047.jpg/revision/latest?cb=20080412031626",,
1353,"""Action Comics #47""","""Jerry Siegel""","""Fred Ray""","""May  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/2f/Action_Comics_048.jpg/revision/latest?cb=20080412031627",,
1354,"""Action Comics #48""","""Jerry Siegel""","""Fred Ray""","""June  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/d/d7/Action_Comics_049.jpg/revision/latest?cb=20080412031628",,
1355,"""Action Comics #49""","""Jerry Siegel""","""Fred Ray""","""July  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/a1/Action_Comics_050.jpg/revision/latest?cb=20160117144501",,
1356,"""Action Comics #50""","""Jerry Siegel""","""Fred Ray""","""August  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/e3/Action_Comics_51.jpg/revision/latest?cb=20081230150650",,
1357,"""Adventures of the Super Sons #1""","""Peter Tomasi""","""Dan Mora""","""October  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/6d/Adventures_of_the_Super_Sons_Vol_1_1.jpg/revision/latest?cb=20180801215801",,
1358,"""Adventures of the Super Sons #2""","""Peter Tomasi""","""Dan Mora""","""November  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/9/95/Adventures_of_the_Super_Sons_Vol_1_2.jpg/revision/latest?cb=20180905230317",,
1359,"""Adventures of the Super Sons #3""","""Peter Tomasi""","""Dan Mora""","""December  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/7c/Adventures_of_the_Super_Sons_Vol_1_3.jpg/revision/latest?cb=20181006192623",,
1360,"""Aquaman (Volume 8) #1""","""Dan Abnett""","""Brad Walker""","""August  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/fd/Aquaman_Vol_8_1.jpg/revision/latest?cb=20160622153409",,
1361,"""Aquaman (Volume 8) #2""","""Dan Abnett""","""Brad Walker""","""September  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/4/44/Aquaman_Vol_8_2.jpg/revision/latest?cb=20160707181314",,
1362,"""Aquaman (Volume 8) #3""","""Dan Abnett""","""Brad Walker""","""September  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/ca/Aquaman_Vol_8_3.jpg/revision/latest?cb=20160721053219",,
1363,"""Aquaman (Volume 8) #4""","""Dan Abnett""","""Brad Walker""","""October  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/32/Aquaman_Vol_8_4.jpg/revision/latest?cb=20160803133052",,
1364,"""Aquaman (Volume 8) #5""","""Dan Abnett""","""Brad Walker""","""October  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/a9/Aquaman_Vol_8_5.jpg/revision/latest?cb=20160803133341",,
1365,"""Aquaman (Volume 8) #6""","""Dan Abnett""","""Brad Walker""","""November  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/7f/Aquaman_Vol_8_6.jpg/revision/latest?cb=20160907114355",,
1366,"""Aquaman (Volume 8) #7""","""Dan Abnett""","""Brad Walker""","""November  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/b3/Aquaman_Vol_8_7.jpg/revision/latest?cb=20160921003113",,
1367,"""Aquaman (Volume 8) #8""","""Dan Abnett""","""Brad Walker""","""December  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/81/Aquaman_Vol_8_8.jpg/revision/latest?cb=20161003220609",,
1368,"""Aquaman (Volume 8) #9""","""Dan Abnett""","""Brad Walker""","""December  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/ac/Aquaman_Vol_8_9.jpg/revision/latest?cb=20161017021851",,
1369,"""Aquaman (Volume 8) #10""","""Dan Abnett""","""Brad Walker""","""January  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c3/Aquaman_Vol_8_10.jpg/revision/latest?cb=20161102090705",,
1370,"""Aquaman (Volume 8) #11""","""Dan Abnett""","""Brad Walker""","""January  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f5/Aquaman_Vol_8_11.jpg/revision/latest?cb=20161116034639",,
1371,"""Aquaman (Volume 8) #12""","""Dan Abnett""","""Brad Walker""","""February  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/fe/Aquaman_Vol_8_12.jpg/revision/latest?cb=20161206103412",,
1921,"""Injustice 2 #14""","null","null","null","null",,
1372,"""Aquaman (Volume 8) #13""","""Dan Abnett""","""Brad Walker""","""February  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/b0/Aquaman_Vol_8_13.jpg/revision/latest?cb=20161218195306",,
1373,"""Aquaman (Volume 8) #14""","""Dan Abnett""","""Brad Walker""","""March  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f9/Aquaman_Vol_8_14.jpg/revision/latest?cb=20170105000314",,
1374,"""Aquaman (Volume 8) #15""","""Dan Abnett""","""Brad Walker""","""March  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/7d/Aquaman_Vol_8_15.jpg/revision/latest?cb=20170116104950",,
1375,"""Aquaman (Volume 8) #16""","""Dan Abnett""","""Brad Walker""","""April  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/8e/Aquaman_Vol_8_16.jpg/revision/latest?cb=20170131233347",,
1376,"""Aquaman (Volume 8) #17""","""Dan Abnett""","""Brad Walker""","""April  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/61/Aquaman_Vol_8_17.jpg/revision/latest?cb=20170214104001",,
1377,"""Aquaman (Volume 8) #18""","""Dan Abnett""","""Brad Walker""","""May  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/71/Aquaman_Vol_8_18.jpg/revision/latest?cb=20170228041223",,
1378,"""Aquaman (Volume 8) #19""","""Dan Abnett""","""Brad Walker""","""May  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/5/50/Aquaman_Vol_8_19.jpg/revision/latest?cb=20170314114751",,
1379,"""Aquaman (Volume 8) #20""","""Dan Abnett""","""Brad Walker""","""June  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c7/Aquaman_Vol_8_20.jpg/revision/latest?cb=20170402180002",,
1380,"""Aquaman (Volume 8) #21""","""Dan Abnett""","""Brad Walker""","""June  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/70/Aquaman_Vol_8_21.jpg/revision/latest?cb=20170416060738",,
1381,"""Aquaman (Volume 8) #22""","""Dan Abnett""","""Brad Walker""","""July  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/3c/Aquaman_Vol_8_22.jpg/revision/latest?cb=20170501103230",,
1382,"""Aquaman (Volume 8) #23""","""Dan Abnett""","""Brad Walker""","""July  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/a2/Aquaman_Vol_8_23.jpg/revision/latest?cb=20170516093917",,
1383,"""Aquaman (Volume 8) #24""","""Dan Abnett""","""Brad Walker""","""August  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/65/Aquaman_Vol_8_24.jpg/revision/latest?cb=20170606163135",,
1384,"""Aquaman (Volume 8) #25""","""Dan Abnett""","""Stjepan Šejić""","""August  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f3/Aquaman_Vol_8_25.jpg/revision/latest?cb=20170621060537",,
1385,"""Aquaman (Volume 8) #26""","""Dan Abnett""","""Stjepan Šejić""","""September  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c8/Aquaman_Vol_8_26.jpg/revision/latest?cb=20170719094019",,
1386,"""Aquaman (Volume 8) #27""","""Dan Abnett""","""Stjepan Šejić""","""October  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f7/Aquaman_Vol_8_27.jpg/revision/latest?cb=20170816060409",,
1387,"""Aquaman (Volume 8) #28""","""Dan Abnett""","""Stjepan Šejić""","""November  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/ad/Aquaman_Vol_8_28.jpg/revision/latest?cb=20170920093358",,
1388,"""Aquaman (Volume 8) #29""","""Dan Abnett""","""Stjepan Šejić""","""December  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/82/Aquaman_Vol_8_29.jpg/revision/latest?cb=20171018082656",,
1389,"""Aquaman (Volume 8) #30""","""Dan Abnett""","""Stjepan Šejić""","""January  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/2a/Aquaman_Vol_8_30.jpg/revision/latest?cb=20171115094603",,
1390,"""Aquaman (Volume 8) #31""","""Dan Abnett""","""Stjepan Šejić""","""February  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/35/Aquaman_Vol_8_31.jpg/revision/latest?cb=20171220094439",,
1391,"""Aquaman (Volume 8) #32""","""Dan Abnett""","""Stjepan Šejić""","""March  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/bb/Aquaman_Vol_8_32.jpg/revision/latest?cb=20180117100324",,
1392,"""Aquaman (Volume 8) #33""","""Dan Abnett""","""Stjepan Šejić""","""April  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/ed/Aquaman_Vol_8_33.jpg/revision/latest?cb=20180221081404",,
1393,"""Aquaman (Volume 8) #34""","""Dan Abnett""","""Andy Kubert""","""May  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c3/Aquaman_Vol_8_34.jpg/revision/latest?cb=20180321100502",,
1394,"""Aquaman (Volume 8) #35""","""Dan Abnett""","""Howard Porter""","""June  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f1/Aquaman_Vol_8_35.jpg/revision/latest?cb=20180418115528",,
1395,"""Aquaman (Volume 8) #36""","""Dan Abnett""","""Howard Porter""","""July  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/e2/Aquaman_Vol_8_36.jpg/revision/latest?cb=20180516114003",,
1396,"""Aquaman (Volume 8) #37""","""Dan Abnett""","""Stjepan Šejić""","""August  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/64/Aquaman_Vol_8_37.jpg/revision/latest?cb=20180620092802",,
1397,"""Aquaman (Volume 8) #38""","""Dan Abnett""","""Stjepan Šejić""","""September  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/0/05/Aquaman_Vol_8_38.jpg/revision/latest?cb=20180726074511",,
1398,"""Aquaman (Volume 8) #39""","""Dan Abnett""","""Rafa Sandoval""","""October  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/ea/Aquaman_Vol_8_39.jpg/revision/latest?cb=20180820173026",,
1399,"""Aquaman (Volume 8) #40""","""Rob Williams""","""Rafa Sandoval""","""November  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/1/1f/Aquaman_Vol_8_40.jpg/revision/latest?cb=20180919125421",,
1400,"""Aquaman (Volume 8) #41""","""Dan Abnett""","""Riccardo Federici""","""December  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/e4/Aquaman_Vol_8_41.jpg/revision/latest?cb=20181017184201",,
1401,"""Archie Meets Batman '66 #1""","""Jeff Parker""","""Michael Allred""","""July  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/4/4f/Archie_Meets_Batman_%2766_Vol_1_1.jpg/revision/latest?cb=20180724120009",,
1402,"""Archie Meets Batman '66 #2""","""Jeff Parker""","""Michael Allred""","null","https://vignette.wikia.nocookie.net/marvel_dc/images/6/65/Archie_Meets_Batman_%2766_Vol_1_2.jpg/revision/latest?cb=20180826191151",,
1403,"""Archie Meets Batman '66 #3""","""Jeff Parker""","""Michael Allred""","null","https://vignette.wikia.nocookie.net/marvel_dc/images/5/56/Archie_Meets_Batman_%2766_Vol_1_3.jpg/revision/latest?cb=20180927075150",,
1404,"""Archie Meets Batman '66 #4""","""Jeff Parker""","""Michael Allred""","null","https://vignette.wikia.nocookie.net/marvel_dc/images/2/2e/Archie_Meets_Batman_%2766_Vol_1_4.jpg/revision/latest?cb=20181101114622",,
1922,"""Injustice 2 #15""","null","null","null","null",,
1405,"""Batgirl (Volume 5) #1""","""Hope Larson""","""Rafael Albuquerque""","""September  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/b9/Batgirl_Vol_5_1.jpg/revision/latest?cb=20160728043626",,
1406,"""Batgirl (Volume 5) #2""","""Hope Larson""","""Rafael Albuquerque""","""October  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/20/Batgirl_Vol_5_2.jpg/revision/latest?cb=20160829044945",,
1407,"""Batgirl (Volume 5) #3""","""Hope Larson""","""Rafael Albuquerque""","""November  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/8b/Batgirl_Vol_5_3.jpg/revision/latest?cb=20160925211538",,
1408,"""Batgirl (Volume 5) #4""","""Hope Larson""","""Rafael Albuquerque""","""December  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/21/Batgirl_Vol_5_4.jpg/revision/latest?cb=20161024155622",,
1409,"""Batgirl (Volume 5) #5""","""Hope Larson""","""Rafael Albuquerque""","""January  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/e3/Batgirl_Vol_5_5.jpg/revision/latest?cb=20161123032433",,
1410,"""Batgirl (Volume 5) #6""","""Hope Larson""","""Rafael Albuquerque""","""February  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f1/Batgirl_Vol_5_6.jpg/revision/latest?cb=20161228041233",,
1411,"""Batgirl (Volume 5) #7""","""Hope Larson""","""Chris Wildgoose""","""March  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/5/5a/Batgirl_Vol_5_7.jpg/revision/latest?cb=20170125033134",,
1412,"""Batgirl (Volume 5) #8""","""Hope Larson""","""Chris Wildgoose""","""April  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/d/d5/Batgirl_Vol_5_8.jpg/revision/latest?cb=20170222041905",,
1413,"""Batgirl (Volume 5) #9""","""Hope Larson""","""Chris Wildgoose""","""May  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/39/Batgirl_Vol_5_9.jpg/revision/latest?cb=20170321024259",,
1414,"""Batgirl (Volume 5) #10""","""Hope Larson""","""Chris Wildgoose""","""June  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/65/Batgirl_Vol_5_10.jpg/revision/latest?cb=20170424092356",,
1415,"""Batgirl (Volume 5) #11""","""Hope Larson""","""Chris Wildgoose""","""July  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/8d/Batgirl_Vol_5_11.jpg/revision/latest?cb=20170522183145",,
1416,"""Batgirl (Volume 5) #12""","""Hope Larson""","""Dan Mora""","""August  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/0/0b/Batgirl_Vol_5_12.jpg/revision/latest?cb=20170628045914",,
1417,"""Batgirl (Volume 5) #13""","""Hope Larson""","""Dan Mora""","""September  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/1/10/Batgirl_Vol_5_13.jpg/revision/latest?cb=20170726093408",,
1418,"""Batgirl (Volume 5) #14""","""Hope Larson""","""Dan Mora""","""October  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/21/Batgirl_Vol_5_14.jpg/revision/latest?cb=20170823195839",,
1419,"""Batgirl (Volume 5) #15""","""Hope Larson""","""Dan Mora""","""November  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/ff/Batgirl_Vol_5_15.jpg/revision/latest?cb=20170927095901",,
1420,"""Batgirl (Volume 5) #16""","""Hope Larson""","""Dan Mora""","""December  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/eb/Batgirl_Vol_5_16.jpg/revision/latest?cb=20171025075749",,
1421,"""Batgirl (Volume 5) #17""","""Hope Larson""","""Dan Mora""","""January  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c3/Batgirl_Vol_5_17.jpg/revision/latest?cb=20171122101107",,
1422,"""Batgirl (Volume 5) #18""","""Hope Larson""","""Dan Mora""","""February  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/ec/Batgirl_Vol_5_18.jpg/revision/latest?cb=20171227120633",,
1423,"""Batgirl (Volume 5) #19""","""Hope Larson""","""Dan Mora""","""March  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/20/Batgirl_Vol_5_19.jpg/revision/latest?cb=20180124115335",,
1424,"""Batgirl (Volume 5) #20""","""Hope Larson""","""Dan Mora""","""April  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/0/07/Batgirl_Vol_5_20.jpg/revision/latest?cb=20180228080125",,
1425,"""Batgirl (Volume 5) #21""","""Hope Larson""","""Dan Mora""","""May  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/4/4f/Batgirl_Vol_5_21.jpg/revision/latest?cb=20180328114117",,
1426,"""Batgirl (Volume 5) #22""","""Hope Larson""","""Dan Mora""","""June  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/27/Batgirl_Vol_5_22.jpg/revision/latest?cb=20180425124237",,
1427,"""Batgirl (Volume 5) #23""","""Hope Larson""","""Dan Mora""","""July  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/4/43/Batgirl_Vol_5_23.jpg/revision/latest?cb=20180522222620",,
1428,"""Batgirl (Volume 5) #24""","""Shawn Aldridge""","""Dan Mora""","""August  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/2e/Batgirl_Vol_5_24.jpg/revision/latest?cb=20180627073359",,
1429,"""Batgirl (Volume 5) #25""","""Mairghread Scott""","""Rafael Albuquerque""","""October  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/bc/Batgirl_Vol_5_25.jpg/revision/latest?cb=20180815204045",,
1430,"""Batgirl (Volume 5) #26""","""Mairghread Scott""","""Sean Murphy""","""October  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/ba/Batgirl_Vol_5_26.jpg/revision/latest?cb=20180901153506",,
